"SERIE","TIPO","ESTADO","EDAD","TIPOAP","FECUP","FECPAR","SEXO","SEXO1","BECER","BECER1","OBSPAR","EDOBEC","EDOBEC1","RAZABE","PESOIB","PESOIB1","IENTPAR","COD","CODAP","MARCABEC1","MARCABEC2","CAUSAnm","OBSERnm","Historia","NCICLO"
"4863","VACA VACIA","CONDICION 2","04-05","VACA PROD.VACIA","1998-01-12 00:00:00","1999-03-07 00:00:00","MACHO","","H8034","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","419","11","12","Vi","Ni","","","False",""
"2829","VACA VACIA","CONDICION 2","06-10","VACA PROD.VACIA","1997-12-21 00:00:00","1999-01-19 00:00:00","HEMBRA","","H8021","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","394","11","12","Vi","Ni","","","False",""
"7510","VACA VACIA","CONDICION 2","13-10","VACA PROD.VACIA","1998-03-19 00:00:00","1999-02-19 00:00:00","HEMBRA","","H8026","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","337","11","12","Vi","Ni","","","False",""
"557","VACA VACIA","CONDICION 2","08-10","VACA PROD.VACIA","1998-02-08 00:00:00","1999-02-21 00:00:00","HEMBRA","","H8027","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","378","11","12","Vi","Ni","","","False",""
"7017","VACA VACIA","CONDICION 2","14-10","VACA PROD.VACIA","1998-01-09 00:00:00","1999-02-25 00:00:00","HEMBRA","","H8028","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","412","11","12","Vi","Ni","","","False",""
"D8042","VACA VACIA","CONDICION 2","04-02","VACA VACIA","","1999-03-11 00:00:00","MACHO","","H8035","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","","11","11","Vi","Ni","","","False",""
"2816","VACA VACIA","CONDICION 2","06-12","VACA VACIA","1996-09-03 00:00:00","1999-03-16 00:00:00","MACHO","","H8038","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","924","11","11","Vi","Ni","","","False",""
"2811","VACA VACIA","CONDICION 2","07-12","VACA VACIA","1998-04-16 00:00:00","1999-03-21 00:00:00","MACHO","","H8040","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","339","11","11","Vi","Ni","","","False",""
"1549","VACA VACIA","CONDICION 2","08-12","VACA PROD.VACIA","1997-12-29 00:00:00","1999-03-24 00:00:00","MACHO","","H8041","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","450","11","12","Vi","Ni","","","False",""
"3816","VACA VACIA","CONDICION 2","05-12","VACA PROD.VACIA","1998-03-19 00:00:00","1999-04-04 00:00:00","MACHO","","H8045","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","381","11","12","Vi","Ni","","","False",""
"D8084","VACA VACIA","CONDICION 2","03-11","VACA VACIA","","1999-04-17 00:00:00","MACHO","","H8048","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","","11","11","Vi","Ni","","","False",""
"1579","VACA VACIA","CONDICION 2","07-12","VACA PROD.VACIA","1997-10-10 00:00:00","1999-04-19 00:00:00","MACHO","","H8050","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","556","11","12","Vi","Ni","","","False",""
"1572","VACA VACIA","CONDICION 2","07-12","VACA PROD.VACIA","1998-04-16 00:00:00","1999-03-11 00:00:00","HEMBRA","","H8036","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","329","11","12","Vi","Ni","","","False",""
"1599","VACA VACIA","CONDICION 2","07-12","VACA PROD.VACIA","1998-02-07 00:00:00","1999-03-14 00:00:00","HEMBRA","","H8037","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","400","11","12","Vi","Ni","","","False",""
"D8007","VACA VACIA","CONDICION 2","04-05","VACA PROD.VACIA","1998-04-16 00:00:00","1999-03-16 00:00:00","HEMBRA","","H8039","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","334","11","12","Vi","Ni","","","False",""
"2827","VACA VACIA","CONDICION 2","06-12","VACA PROD.VACIA","1998-04-16 00:00:00","1999-03-25 00:00:00","HEMBRA","","H8042","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","343","11","12","Vi","Ni","","","False",""
"2806","VACA VACIA","CONDICION 2","07-12","VACA PROD.VACIA","1998-03-19 00:00:00","1999-04-02 00:00:00","HEMBRA","","H8044","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","379","11","12","Vi","Ni","","","False",""
"4874","VACA VACIA","CONDICION 2","04-05","VACA VACIA","1998-06-15 00:00:00","1999-04-06 00:00:00","HEMBRA","","H8046","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","295","11","11","Vi","Ni","","","False",""
"9514","VACA VACIA","CONDICION 2","10-12","VACA PROD.VACIA","1997-12-02 00:00:00","1999-04-12 00:00:00","HEMBRA","","H8047","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","496","11","12","Vi","Ni","","","False",""
"3815","VACA VACIA","CONDICION 2","06-02","VACA PROD.VACIA","1998-05-18 00:00:00","1999-04-17 00:00:00","HEMBRA","","H8049","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","334","11","12","Vi","Ni","","","False",""
"4819","VACA VACIA","CONDICION 2","05-03","VACA PROD.VACIA","1997-11-22 00:00:00","1999-03-28 00:00:00","HEMBRA","","H8043","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","491","11","12","Vi","Ni","","","False",""
"114","VACA VACIA","CONDICION 2","11-01","VACA PROD.VACIA","1997-12-24 00:00:00","1999-06-28 00:00:00","MACHO","","B114","","","CONDICION 2","","","30","0","551","11","12","Vi","Ni","","","False",""
"2801","VACA VACIA","CONDICION 2","08-01","VACA PROD.VACIA","1998-01-08 00:00:00","1999-06-28 00:00:00","HEMBRA","HEMBRA","B2801","BM2801","","CONDICION 2","CONDICION 1","","25","30","536","11","12","Vi","Vi","","","False",""
"   430","","","","VACA VACIA","","1998-11-24 00:00:00","MACHO","","430/98","","","CONDICION 3","","CAMPOLARGO","19","0","0","14","11","","","","","False",""
"   430","VACA VACIA","CONDICION 1","08-05","VACA VACIA","1998-11-24 00:00:00","1999-08-25 00:00:00","MACHO","","B430","","","","","","25","0","274","11","11","Vi","Ni","","","False",""
"   430","VACA PREÑADA","","01-08","","","1993-01-01 00:00:00","MACHO","","123/8","","","","","PURO","25","0","","","","Vi","Ni","","","True","5"
"   430","VACA VACIA","CONDICION 1","08-06","VACA VACIA","1999-08-25 00:00:00","2000-06-28 00:00:00","MACHO","","b430/h","","","CONDICION 2","","","30","0","308","11","11","Vi","Ni","","","False",""
"   5/2","","","","NOVILLA","","1997-11-07 00:00:00","HEMBRA","","   8/4","","IA MN","CONDICION 1","","BRAHMAN BLANCO","30","0","0","06","05","","","","","False",""
"012345678901","","","","VACA VACIA","2000-06-28 00:00:00","2000-06-28 00:00:00","MACHO","","b430/h","","","CONDICION 2","","","30","0","308","14","11","Vi","Ni","","","False",""
"012345678901","","","","VACA VACIA","1998-11-24 00:00:00","1999-08-25 00:00:00","MACHO","","B430","","","","","","25","0","274","14","11","Vi","Ni","","","False",""
"012345678901","","","","VACA VACIA","1993-01-01 00:00:00","1998-11-24 00:00:00","MACHO","","430/98","","","CONDICION 3","","CAMPOLARGO","19","0","2153","14","11","","","","","False",""
"012345678901","","","","","","1993-01-01 00:00:00","MACHO","","123/8","","","","","PURO","25","0","","14","","Vi","Ni","","","False",""
"   5/2","VACA VACIA","CONDICION 1","04-12","VACA VACIA","1997-11-07 00:00:00","1999-10-30 00:00:00","MACHO","","B5/2","","","CONDICION 1","","BRAHMAN","20","0","722","11","11","Vi","Ni","","","False",""
"1529","VACA VACIA","CONDICION 2","09-05","VACA PROD.VACIA","1997-11-12 00:00:00","1999-10-02 00:00:00","MACHO","","B1529","","","CONDICION 1","","BRAHMAN","35","0","689","11","12","Vi","Ni","","","False",""
"D0159","VACA VACIA","CONDICION 2","04-08","VACA VACIA","1998-08-18 00:00:00","1999-10-15 00:00:00","MACHO","","BD0159","","","CONDICION 1","","BRAHMAN","35","0","423","11","11","Vi","Ni","","","False",""
"113","VACA PREÑADA","","06-09","","","1990-04-07 00:00:00","MACHO","","05","","","","","","31","0","","","","Vi","Ni","","","True","10"
"113","VACA PREÑADA","","05-05","","","1988-12-01 00:00:00","HEMBRA","","07","","","","","","25","0","","","","Vi","Ni","","","True","1"
"3806","VACA PREÑADA","","03-06","","","1997-01-01 00:00:00","HEMBRA","","b/3806","","","CONDICION 1","","MESTIZO BRAHMAN","25","0","","","","Vi","Ni","","","True","1"
"003JB","VACA VACIA SIN CRIA","CONDICION 1","11-03","VACA VACIA","1998-04-06 00:00:00","1999-03-09 00:00:00","","","","","","","","","","0","337","13","11","Mu","Ni","caida","ninguna","False",""
"003RS","VACA VACIA SIN CRIA","CONDICION 1","11-03","VACA VACIA","","1999-03-09 00:00:00","","","","","","","","","","0","","13","11","Mu","Ni","caida","ninguna","False",""
"004","VACA VACIA SIN CRIA","CONDICION 1","11-03","VACA VACIA","1998-03-09 00:00:00","1999-04-08 00:00:00","","","","","","","","","","0","395","13","11","Mu","Ni","CAIDA","NINGUNA","False",""
"003JB","","","","VACA VACIA","","1998-04-06 00:00:00","HEMBRA","","8150","","","CONDICION 1","","BRAHAMAN","29","0","0","14","11","","","","","False",""
"004","","","","VACA VACIA","","1998-03-09 00:00:00","MACHO","","8036","","BUENO","CONDICION 1","","BRAHAMAN","36","0","0","14","11","","","","","False",""
"005","","","","VACA VACIA","","1998-03-25 00:00:00","HEMBRA","","8121","","","CONDICION 1","","BRAHAMAN","33","0","0","14","11","","","","","False",""
"006","","","","VACA VACIA","","1998-03-05 00:00:00","HEMBRA","","8024","","","CONDICION 1","","BRAHAMAN","35","0","0","14","11","","","","","False",""
"007JB","","","","VACA VACIA","","1998-03-23 00:00:00","MACHO","","8112","","","CONDICION 1","","BRAHAMAN","26","0","0","14","11","","","","","False",""
"008","","","","VACA VACIA","","1998-03-09 00:00:00","MACHO","","8037","","","CONDICION 1","","BRAHAMAN","32","0","0","14","11","","","","","False",""
"008G","","","","VACA VACIA","","1998-03-27 00:00:00","HEMBRA","","8143","","","CONDICION 1","","BRAHAMAN","30","0","0","14","11","","","","","False",""
"011","","","","VACA VACIA","","1998-04-15 00:00:00","MACHO","","8176","","","CONDICION 1","","BRAHAMAN","29","0","0","14","11","","","","","False",""
"012","","","","VACA VACIA","","1998-03-25 00:00:00","HEMBRA","","8129","","","CONDICION 1","","BRAHAMAN","27","0","0","14","11","","","","","False",""
"014","","","","VACA VACIA","","1998-03-16 00:00:00","HEMBRA","","8066","","","CONDICION 1","","BRAHAMAN","30","0","0","14","11","","","","","False",""
"015","","","","VACA VACIA","","1998-04-15 00:00:00","HEMBRA","","8174","","","CONDICION 1","","BRAHAMAN","36","0","0","14","11","","","","","False",""
"016","","","","VACA VACIA","","1998-04-21 00:00:00","HEMBRA","","8196","","","CONDICION 1","","BRAHAMAN","29","0","0","14","11","","","","","False",""
"018","","","","VACA VACIA","","1998-04-29 00:00:00","HEMBRA","","8209","","","CONDICION 1","","BRAHAMAN","26","0","0","14","11","","","","","False",""
"023","","","","VACA VACIA","","1998-03-16 00:00:00","MACHO","","8081","","","CONDICION 1","","BRAHAMAN","42","0","0","14","11","","","","","False",""
"012345678901","VACA VACIA","CONDICION 1","09-02","VACA VACIA","2000-06-28 00:00:00","2000-07-29 00:00:00","MACHO","","B290699","","","CONDICION 1","","F1","30","0","31","11","11","Vi","Ni","","","False",""
"     9","VACA PREÑADA","","03-11","","","1996-05-29 00:00:00","MACHO","","b/999","","","CONDICION 1","","CAMPOLARGO 2","0","0","","","","Vi","Ni","","","True","2"
"229","","","","","1994-07-10 00:00:00","1995-06-03 00:00:00","HEMBRA","","       229-7","","","","","","","0","328","14","","Vi","","","","False",""
"229","","","","","1995-06-03 00:00:00","1996-04-26 00:00:00","HEMBRA","","       229-8","","","","","","","0","328","14","","Vi","","","","False",""
"229","","","","","","1992-06-04 00:00:00","MACHO","","       229-4","","","","","","","0","","14","","Vi","","","","False",""
"229","","","","","1996-04-26 00:00:00","1997-10-07 00:00:00","MACHO","","7656","","","","","","","0","529","14","","Vi","","","","False",""
"229","","","","","1992-06-04 00:00:00","1993-05-25 00:00:00","HEMBRA","","       229-5","","","","","","","0","355","14","","Vi","","","","False",""
"229","","","","","1997-10-07 00:00:00","1999-03-23 00:00:00","HEMBRA","","99614","","","","","","","0","532","14","","Vi","","","","False",""
"229","","","","","1993-05-25 00:00:00","1994-07-10 00:00:00","MACHO","","       229-6","","","","","","","0","411","14","","Vi","","","","False",""
"8002","","","","","","1991-04-08 00:00:00","MACHO","","      8002-1","","","","","","","0","","14","","Vi","","","","False",""
"8002","","","","","1991-04-08 00:00:00","1993-01-15 00:00:00","MACHO","","      8002-2","","","","","","","0","648","14","","Vi","","","","False",""
"8002","","","","","1993-01-15 00:00:00","1994-01-01 00:00:00","MACHO","","      8002-3","","","","","","","0","351","14","","Vi","","","","False",""
"8002","","","","","1994-01-01 00:00:00","1994-11-29 00:00:00","HEMBRA","","      8002-4","","","","","","","0","332","14","","Vi","","","","False",""
"8002","","","","","1994-11-29 00:00:00","1995-10-30 00:00:00","HEMBRA","","      8002-5","","","","","","","0","335","14","","Vi","","","","False",""
"8002","","","","","1995-10-30 00:00:00","1996-12-11 00:00:00","MACHO","","6603","","","","","","","0","408","14","","Vi","","","","False",""
"8002","","","","","1996-12-11 00:00:00","1998-09-10 00:00:00","MACHO","","8647","","","","","","","0","638","14","","Vi","","","","False",""
"8002","","","","","1998-09-10 00:00:00","1999-12-10 00:00:00","MACHO","","9673","","","","","","","0","456","14","","Vi","","","","False",""
"2051","","","","","1992-10-26 00:00:00","1993-12-08 00:00:00","HEMBRA","","      2051-8","","","","","","","0","408","14","","Vi","","","","False",""
"2051","","","","","1991-10-10 00:00:00","1992-10-26 00:00:00","MACHO","","      2051-7","","","","","","","0","382","14","","Vi","","","","False",""
"    13","VACA VACIA","CONDICION 1","25-11","VACA PROD.VACIA","1996-06-18 00:00:00","2014-05-27 00:00:00","MACHO","","22220","","","CONDICION 1","","BRAHAMAN","30","0","6552","11","12","Vi","Ni","","","False",""
"2051","","","","","1997-07-18 00:00:00","1999-02-02 00:00:00","HEMBRA","","99607","","","","","","","0","564","14","","Vi","","","","False",""
"2051","","","","","1995-12-23 00:00:00","1997-07-18 00:00:00","HEMBRA","","97648","","","","","","","0","573","14","","Vi","","","","False",""
"2051","","","","","1993-12-08 00:00:00","1994-12-24 00:00:00","HEMBRA","","      2051-9","","","","","","","0","381","14","","Vi","","","","False",""
"2051","","","","","","1986-05-29 00:00:00","MACHO","","      2051-1","","","","","","","0","","14","","Vi","","","","False",""
"2051","","","","","1986-05-29 00:00:00","1987-07-13 00:00:00","MACHO","","      2051-2","","","","","","","0","410","14","","Vi","","","","False",""
"2051","","","","","1987-07-13 00:00:00","1988-06-05 00:00:00","MACHO","","      2051-3","","","","","","","0","328","14","","Vi","","","","False",""
"2051","","","","","1988-06-05 00:00:00","1989-04-28 00:00:00","MACHO","","      2051-4","","","","","","","0","327","14","","Vi","","","","False",""
"2051","","","","","1990-09-10 00:00:00","1991-10-10 00:00:00","MACHO","","      2051-6","","","","","","","0","395","14","","Vi","","","","False",""
"2051","","","","","1989-04-28 00:00:00","1990-09-10 00:00:00","HEMBRA","","      2051-5","","","","","","","0","500","14","","Vi","","","","False",""
"2051","","","","","1994-12-24 00:00:00","1995-12-23 00:00:00","HEMBRA","","     2051-10","","","","","","","0","364","14","","Vi","","","","False",""
"2212","","","","","","1986-10-14 00:00:00","HEMBRA","","      2212-1","","","","","","","0","","14","","Vi","","","","False",""
"2212","","","","","1995-05-10 00:00:00","1996-09-25 00:00:00","MACHO","","6652","","","","","","","0","504","14","","Vi","","","","False",""
"2212","","","","","1993-12-10 00:00:00","1995-05-10 00:00:00","MACHO","","      2212-7","","","","","","","0","516","14","","Vi","","","","False",""
"2212","","","","","1992-05-21 00:00:00","1993-12-10 00:00:00","MACHO","","      2212-6","","","","","","","0","568","14","","Vi","","","","False",""
"2212","","","","","1991-02-01 00:00:00","1992-05-21 00:00:00","MACHO","","      2212-5","","","","","","","0","475","14","","Vi","","","","False",""
"2212","","","","","1989-03-29 00:00:00","1991-02-01 00:00:00","HEMBRA","","      2212-4","","","","","","","0","674","14","","Vi","","","","False",""
"2212","","","","","1988-01-03 00:00:00","1989-03-29 00:00:00","MACHO","","      2212-3","","","","","","","0","451","14","","Vi","","","","False",""
"2212","","","","","1986-10-14 00:00:00","1988-01-03 00:00:00","HEMBRA","","      2212-2","","","","","","","0","446","14","","Vi","","","","False",""
"2212","","","","","1996-09-25 00:00:00","1998-09-19 00:00:00","MACHO","","8652","","","","","","","0","724","14","","Vi","","","","False",""
"537","","","","","","1992-04-13 00:00:00","MACHO","","       537-1","","","","","","","0","","14","","Vi","","","","False",""
"537","","","","","1992-04-13 00:00:00","1993-03-26 00:00:00","HEMBRA","","       537-2","","","","","","","0","347","14","","Vi","","","","False",""
"537","","","","","1993-03-26 00:00:00","1994-06-28 00:00:00","MACHO","","       537-3","","","","","","","0","459","14","","Vi","","","","False",""
"537","","","","","1996-07-13 00:00:00","1997-12-14 00:00:00","HEMBRA","","       97688","","","","","","0","0","519","14","","Vi","","","","False",""
"537","","","","","1997-12-14 00:00:00","1998-12-14 00:00:00","MACHO","","8668","","","","","","","0","365","14","","Vi","","","","False",""
"537","","","","","1994-06-28 00:00:00","1995-07-17 00:00:00","HEMBRA","","       537-4","","","","","","","0","384","14","","Vi","","","","False",""
"537","","","","","1995-07-17 00:00:00","1996-07-13 00:00:00","HEMBRA","","       537-5","","","","","","","0","362","14","","Vi","","","","False",""
"546","","","","","1995-02-10 00:00:00","1996-10-18 00:00:00","MACHO","","6658","","","","","","","0","616","14","","Vi","","","","False",""
"546","","","","","","1992-02-28 00:00:00","MACHO","","       546-1","","","","","","","0","","14","","Vi","","","","False",""
"546","","","","","1992-02-28 00:00:00","1993-09-02 00:00:00","MACHO","","       546-2","","","","","","","0","552","14","","Vi","","","","False",""
"546","","","","","1993-09-02 00:00:00","1995-02-10 00:00:00","HEMBRA","","       546-3","","","","","","","0","526","14","","Vi","","","","False",""
"546","","","","","1996-10-18 00:00:00","1999-07-11 00:00:00","HEMBRA","","99640","","","","","","","0","996","14","","Vi","","","","False",""
"587","","","","","1997-01-29 00:00:00","1998-08-17 00:00:00","HEMBRA","","98634","","","","","","","0","565","14","","Vi","","","","False",""
"587","","","","","1996-01-03 00:00:00","1997-01-29 00:00:00","HEMBRA","","97604","","","","","","","0","392","14","","Vi","","","","False",""
"587","","","","","1994-08-01 00:00:00","1996-01-03 00:00:00","HEMBRA","","       587-3","","","","","","","0","520","14","","Vi","","","","False",""
"587","","","","","1993-03-27 00:00:00","1994-08-01 00:00:00","MACHO","","       587-2","","","","","","","0","492","14","","Vi","","","","False",""
"587","","","","","","1993-03-27 00:00:00","HEMBRA","","       587-1","","","","","","","0","","14","","Vi","","","","False",""
"592","","","","","","1993-05-25 00:00:00","HEMBRA","","       592-1","","","","","","","0","","14","","Vi","","","","False",""
"592","","","","","1996-11-25 00:00:00","1998-01-05 00:00:00","MACHO","","8602","","","","","","","0","406","14","","Vi","","","","False",""
"592","","","","","1995-10-21 00:00:00","1996-11-25 00:00:00","MACHO","","       592-4","","","","","","","0","401","14","","Vi","","","","False",""
"592","","","","","1994-06-23 00:00:00","1995-10-21 00:00:00","MACHO","","       592-3","","","","","","","0","485","14","","Vi","","","","False",""
"592","","","","","1993-05-25 00:00:00","1994-06-23 00:00:00","HEMBRA","","       592-2","","","","","","","0","394","14","","Vi","","","","False",""
"592","","","","","1998-01-05 00:00:00","1999-07-09 00:00:00","MACHO","","9635","","","","","","","0","550","14","","Vi","","","","False",""
"670","","","","","1997-06-23 00:00:00","1998-12-01 00:00:00","HEMBRA","","98653","","","","","","","0","526","14","","Vi","","","","False",""
"670","","","","","1996-03-29 00:00:00","1997-06-23 00:00:00","HEMBRA","","97642","","","","","","","0","451","14","","Vi","","","","False",""
"670","","","","","","1993-05-17 00:00:00","MACHO","","","","","","","","","0","","14","","Mu","","Transferencia de PROGAN","","False",""
"670","","","","","1993-05-17 00:00:00","1994-12-19 00:00:00","MACHO","","       670-1","","","","","","","0","581","14","","Vi","","","","False",""
"670","","","","","1994-12-19 00:00:00","1996-03-29 00:00:00","MACHO","","       670-2","","","","","","","0","466","14","","Vi","","","","False",""
"          02","VACA VACIA","","05-10","VACA VACIA","","2000-12-25 00:00:00","MACHO","","h02","","","CONDICION 1","","BRAHMAN","25","0","","11","11","Vi","Ni","","","False",""
"          04","VACA VACIA","","05-10","VACA VACIA","","2000-06-09 00:00:00","MACHO","","h04","","","CONDICION 1","","BRAHMAN","25","0","","11","11","Vi","Ni","","","False",""
"005","VACA VACIA","CONDICION 1","11-12","VACA VACIA","1998-03-25 00:00:00","1999-07-02 00:00:00","MACHO","","h005","","","CONDICION 1","","BRAHMAN","25","0","319","11","11","Vi","Ni","","","False",""
"027","VACA VACIA","CONDICION 1","11-12","VACA VACIA","","1999-07-02 00:00:00","MACHO","","h027","","","CONDICION 1","","BRAHMAN","25","0","","11","11","Vi","Ni","","","False",""
"          27","VACA VACIA","","09-10","VACA VACIA","","2000-10-28 00:00:00","MACHO","","h27","","","","","BRAHMAN","25","0","","11","11","Vi","Ni","","","False",""
"004","VACA VACIA","CONDICION 1","12-08","VACA VACIA SIN CRIA","1999-04-08 00:00:00","2001-06-22 00:00:00","MACHO","","004/B","","","CONDICION 3","","CAMPOLARGO 2","30","0","806","11","13","Vi","Ni","","","False",""
"003JB","VACA VACIA","CONDICION 1","12-08","VACA PROD.VACIA","1999-03-09 00:00:00","2001-06-22 00:00:00","MACHO","","003jb/b","","","CONDICION 2","","CAMPOLARGO 2","30","0","836","11","12","Vi","Ni","","","False",""
"011","VACA VACIA","CONDICION 1","12-08","VACA VACIA","1998-04-15 00:00:00","2001-06-22 00:00:00","HEMBRA","","011/b","","","CONDICION 3","","CAMPOLARGO 2","32","0","1164","11","11","Vi","Ni","","","False",""
"1529","VACA VACIA","CONDICION 2","11-01","VACA VACIA","1999-10-02 00:00:00","2001-06-26 00:00:00","MACHO","","1529/B","","","CONDICION 4","","CAMPOLARGO","30","0","633","11","11","Vi","Ni","","","False",""
"1549","VACA VACIA","CONDICION 2","11-01","VACA VACIA","1999-03-24 00:00:00","2001-07-03 00:00:00","MACHO","","1549/B","","","CONDICION 1","","MESTIZO BRAHMAN","30","0","832","11","11","Vi","Ni","","","False",""
"003RS","VACA VACIA","CONDICION 1","14-06","VACA VACIA SIN CRIA","1999-03-09 00:00:00","2003-04-29 00:00:00","MACHO","","003rs-b","","","","","CAMPOLARGO 2","30","0","1512","11","13","Vi","Ni","","","False",""
"005G","VACA VACIA","CONDICION 1","14-06","VACA VACIA","","2003-04-29 00:00:00","HEMBRA","","005g-b","","","","","CAMPOLARGO 2","30","0","","11","11","Vi","Ni","","","False",""
"006","VACA VACIA","CONDICION 1","14-06","VACA VACIA","1998-03-05 00:00:00","2003-04-29 00:00:00","MACHO","","006-b","","","CONDICION 3","","CAMPOLARGO 2","35","0","1881","11","11","Vi","Ni","","","False",""
"007","VACA VACIA","CONDICION 1","14-06","VACA VACIA","","2003-04-29 00:00:00","MACHO","","007-1","","","CONDICION 2","","","365","0","","11","11","Vi","Mu","caida","ninguna","False",""
"007","VACA VACIA","CONDICION 1","14-06","VACA VACIA","2003-04-29 00:00:00","2003-05-02 00:00:00","MACHO","","007-2","","","CONDICION 2","","CAMPOLARGO 2","40","0","3","11","11","Vi","Ni","","","False",""
"25204","VACA VACIA","CONDICION 1","04-02","NOVILLA","","2009-09-18 00:00:00","MACHO","","29267","","","CONDICION 1","","BRAHMAN","29","0","","11","05","Vi","Ni","","","False",""
"25290","VACA VACIA","CONDICION 1","03-06","NOVILLA","","2009-03-16 00:00:00","HEMBRA","","29043","","","CONDICION 1","","BRAHMAN","29","0","","11","05","Vi","Ni","","","False",""
"6220","VACA VACIA","CLASE B","16-01","NOVILLA","","2006-02-17 00:00:00","HEMBRA","","45200","","","CONDICION 3","","BRAHMAN","35","0","","11","05","Vi","Ni","","","False",""
"45200","VACA VACIA","CONDICION 3","06-05","NOVILLA","","2009-01-31 00:00:00","HEMBRA","MACHO","49501","49502","","CONDICION 1","","BRAHMAN","34","34","","11","05","Vi","Vi","","","False",""
"45200","VACA VACIA","CONDICION 3","06-05","VACA VACIA","2009-01-31 00:00:00","2010-01-20 00:00:00","HEMBRA","","50001","","","CONDICION 1","","BRAHMAN","20","0","354","11","11","Vi","Ni","","","False",""
"   702","VACA VACIA","CONDICION 1","21-02","VACA VACIA","1999-09-17 00:00:00","2012-07-24 00:00:00","HEMBRA","","60000","","","CONDICION 1","","BRAHAMAN","30","0","4694","11","11","Vi","Ni","","","False",""
"    13","","","","VACA VACIA","1994-09-05 00:00:00","1996-06-18 00:00:00","HEMBRA","","6087-","","","CONDICION 1","","BRAHMAN","30","0"," 22","14","11","","","","","False",""
"00/2","VACA VACIA SIN CRIA","","14-01","NOVILLA","","2014-10-18 00:00:00","","","","","","","","","","0","","13","05","Mu","Mu","CAIDA","","False",""
"2526","VACA VACIA","CONDICION 1","00-08","NOVILLA","","2014-11-19 00:00:00","HEMBRA","","3456","","","CONDICION 1","","BRAHMAN","32","0","","11","05","Vi","Ni","","","False",""
"014JB","VACA VACIA","CONDICION 1","34-01","VACA VACIA","","2014-11-27 00:00:00","HEMBRA","","0022","","","CONDICION 1","","BRAHMAN","30","0","","11","11","Vi","Ni","","","False",""
"88","VACA VACIA","CONDICION 1","03-08","NOVILLA","","2014-12-08 00:00:00","HEMBRA","","881","","","CONDICION 1","","BRAHMAN","32","0","","11","05","Vi","Ni","","","False",""
"85","VACA VACIA","CONDICION 1","04-12","VACA VACIA","","2014-12-08 00:00:00","HEMBRA","MACHO","0085","00085","","CONDICION 1","CONDICION 1","BRAHMAN","32","32","","11","11","Vi","Vi","","","False",""
